Month,Zip,ReferralsAll,NoDispositions,ScreenOuts,Assessments,InvestigationsOutOfHome,InvestigationsInHome,InvestigationsWithAtLeast1ChildAge5OrYounger,InvestigationsConfirmed,ChildrenConfirmed,ChildrenRemoved
2003/01,73115,31,,4,3,,24,11,7,12,
2003/01,73116,2,,,,,2,,,,
2003/01,73117,9,,1,,2,6,5,1,2,
2003/01,73118,34,,10,4,,20,9,2,4,
2003/01,73119,47,,11,6,1,29,14,5,9,
2003/01,73120,22,,6,5,,11,9,1,1,
2003/01,73121,1,,,,,1,,,,
2003/01,73122,17,,4,4,,9,5,3,4,
2003/01,73127,51,,16,9,,26,14,6,7,
2003/01,73128,8,,2,4,,2,1,1,2,
2003/01,73129,54,,7,6,1,40,25,10,15,1
2003/01,73130,21,,11,1,,9,4,2,3,
2003/01,73131,1,,,1,,,,,,
2003/01,73132,30,,8,8,,14,6,8,11,
2003/01,73134,2,,,1,,1,,,,
2003/01,73135,23,,6,3,1,13,9,2,3,1
2003/01,73136,1,,1,,,,,,,
2003/01,73139,14,,6,3,,5,2,1,1,
2003/01,73141,3,,1,,,2,2,2,3,
2003/01,73142,1,,,,,1,1,,,
2003/01,73145,6,,,2,,4,3,3,3,
2003/01,73149,15,,2,4,,9,1,3,3,1
2003/01,73150,8,,3,1,,4,2,1,4,
2003/01,73153,1,,1,,,,,,,
2003/01,73159,36,,8,5,1,22,14,8,13,
2003/01,73160,70,,33,13,1,23,10,5,7,
2003/01,73162,10,,4,2,,4,1,1,1,
2003/01,73165,3,,,2,,1,,,,
2003/01,73169,1,,1,,,,,,,
2003/01,73170,11,,5,1,,5,1,1,2,
2003/01,73179,2,,,,,2,,,,
2003/01,74857,15,,5,3,1,6,3,,,
2003/02,73003,16,,4,1,1,10,5,1,2,
2003/02,73007,3,,2,,,1,,,,
2003/02,73008,21,,6,3,,12,8,4,6,
2003/02,73013,19,,10,4,,5,2,1,1,
2003/02,73020,18,,5,4,,9,2,1,4,
2003/02,73034,13,,3,1,,9,6,3,3,
2003/02,73036,45,,22,5,,18,13,6,11,1
2003/02,73045,4,,2,,,2,1,,,
2003/02,73049,5,,2,,,3,,1,1,
2003/02,73054,2,,,1,,1,,,,
2003/02,73064,12,,5,1,,6,3,1,1,
2003/02,73066,2,,,1,,1,,1,1,
2003/02,73071,39,,20,9,1,9,7,2,2,
2003/02,73072,12,,5,2,,5,3,1,3,
2003/02,73084,12,,6,,,6,3,2,3,
2003/02,73102,4,,2,,1,1,,,,
2003/02,73103,5,,1,,,4,2,2,6,
2003/02,73104,7,,4,,1,2,1,,,
2003/02,73105,7,,,2,,5,2,,,
2003/02,73106,31,,10,1,,20,12,7,9,
2003/02,73107,46,,15,1,1,29,15,10,21,
2003/02,73108,43,,11,2,,30,18,11,20,3
2003/02,73109,28,,4,3,,21,13,2,5,
2003/02,73110,51,,14,3,3,31,17,3,5,
2003/02,73111,21,,7,2,1,11,7,4,9,
2003/02,73112,26,,10,3,,13,7,4,5,1
2003/02,73113,2,,2,,,,,,,
2003/02,73114,25,,9,3,,13,6,7,12,
2003/02,73115,23,,7,2,2,12,4,7,9,
2003/02,73116,5,,,1,,4,2,,,
2003/02,73117,9,,2,2,1,4,2,,,
2003/02,73118,16,,7,,,9,4,1,1,
2003/02,73119,60,,14,8,2,36,20,9,18,2
2003/02,73120,26,,13,1,1,11,7,4,9,
2003/02,73121,2,,,,,2,,1,1,
2003/02,73122,27,,11,1,,15,9,3,6,
2003/02,73127,68,,17,8,,43,28,16,29,6
2003/02,73128,1,,1,,,,,,,
2003/02,73129,41,,9,5,2,25,16,9,15,2
2003/02,73130,16,,3,,1,12,6,3,9,2
2003/02,73131,1,,1,,,,,,,
2003/02,73132,31,,9,4,1,17,10,8,11,2
2003/02,73134,2,,1,,,1,1,,,
2003/02,73135,20,,8,2,2,8,4,2,5,
2003/02,73139,21,,10,3,,8,5,5,5,
2003/02,73141,1,,1,,,,,,,
2003/02,73142,7,,5,,,2,1,,,
2003/02,73145,3,,,2,,1,,,1,
2003/02,73149,7,,1,1,,5,3,2,2,
2003/02,73150,9,,4,1,1,3,1,2,4,
2003/02,73151,1,,,,,1,,,,
2003/02,73159,28,,9,2,1,16,10,5,10,
2003/02,73160,61,,27,10,2,22,8,9,9,1
2003/02,73162,20,,8,2,,10,4,2,5,
2003/02,73165,2,,,2,,,,,,
2003/02,73169,3,,,1,,2,2,1,4,
2003/02,73170,13,,7,1,1,4,3,2,3,
2003/02,73179,1,,,1,,,,,,
2003/02,73189,1,,1,,,,,,,
2003/02,74857,4,,1,,1,2,1,1,1,
2003/03,73003,22,,6,1,,15,6,3,5,1
2003/03,73007,1,,,1,,,,,,
2003/03,73008,18,,3,5,1,9,2,1,1,
2003/03,73013,18,,3,3,2,10,7,3,4,2
2003/03,73020,8,,,2,,6,4,1,1,
2003/03,73034,15,,5,1,,9,4,,,
2003/03,73036,29,,6,3,1,19,11,6,7,3
2003/03,73045,5,,,,,5,2,2,3,
2003/03,73049,5,,1,1,,3,,,,
2003/03,73054,5,,1,1,,3,,,,
2003/03,73064,18,,8,2,1,7,5,1,1,1
2003/03,73066,2,,,1,,1,,1,1,
2003/03,73071,51,,22,12,,17,13,5,7,1
2003/03,73072,6,,3,2,,1,1,,,
2003/03,73084,4,,3,,,1,,,,
2003/03,73102,6,,4,,,2,1,1,4,
2003/03,73103,9,,1,1,,7,4,1,2,
2003/03,73104,1,,,,,1,1,,,
2003/03,73105,10,,2,2,3,3,2,1,3,
2003/03,73106,27,,6,2,1,18,7,2,3,1
2003/03,73107,41,,15,4,2,20,4,5,7,
2003/03,73108,44,,11,2,1,30,19,10,13,
2003/03,73109,41,,8,10,1,22,12,6,8,
2003/03,73110,51,,9,6,2,34,20,9,13,
2003/03,73111,29,,12,3,1,13,8,6,10,
2003/03,73112,29,,11,5,,13,10,5,9,3
2003/03,73114,34,,11,5,1,17,9,3,5,
2003/03,73115,46,,9,2,3,32,13,5,10,1
2003/03,73116,5,,,2,,3,3,1,2,1
2003/03,73117,11,,6,,1,4,2,2,3,
2003/03,73118,12,,7,,,5,5,1,1,
2003/03,73119,59,,19,11,3,26,9,9,15,3
2003/03,73120,20,,5,4,,11,5,3,3,
2003/03,73122,20,,5,6,1,8,2,3,4,
2003/03,73127,51,,16,6,1,28,21,5,10,
2003/03,73128,4,,2,,,2,2,,,
2003/03,73129,50,,16,6,3,25,11,7,13,
2003/03,73130,11,,6,1,,4,1,,,
2003/03,73131,1,,,,1,,,,,
2003/03,73132,35,,12,7,1,15,7,3,3,1
2003/03,73134,2,,1,,1,,,,,
2003/03,73135,27,,8,2,,17,10,5,6,
2003/03,73136,1,,,,,1,,,,
2003/03,73139,26,,6,5,1,14,9,5,8,1
2003/03,73140,2,,,1,,1,,,,
2003/03,73141,7,,5,1,,1,,,,
2003/03,73142,9,,4,2,,3,1,1,2,
2003/03,73145,5,,,1,,4,3,2,7,
2003/03,73149,8,,1,,,7,3,2,3,1
2003/03,73150,4,,2,1,,1,1,,,
2003/03,73159,27,,6,4,3,14,8,2,5,
2003/03,73160,50,,22,14,,14,4,3,6,1
2003/03,73162,13,,4,4,1,4,2,2,9,3
2003/03,73165,6,,1,3,,2,2,,,
2003/03,73169,4,,1,1,,2,1,1,2,1
2003/03,73170,10,,4,2,,4,2,,,
2003/03,74857,14,,6,2,1,5,1,,,
2003/04,73003,28,,8,8,2,10,3,2,3,1
2003/04,73007,1,,,,,1,1,,,
2003/04,73008,27,,5,9,1,12,5,2,2,1
2003/04,73013,27,,10,4,,13,5,2,5,5
2003/04,73020,25,,3,6,1,15,9,7,7,1
2003/04,73034,22,,4,6,,12,6,6,9,1
2003/04,73036,39,,17,4,1,17,10,2,3,2
2003/04,73045,10,,2,3,,5,3,1,2,
2003/04,73049,8,,3,3,,2,1,1,1,1
2003/04,73054,7,,3,2,,2,,1,1,
2003/04,73064,17,,5,,,12,7,1,1,1
2003/04,73071,47,,28,9,1,9,7,4,4,2
2003/04,73072,32,,5,8,3,16,8,4,5,1
2003/04,73084,17,,5,4,1,7,1,2,4,1
2003/04,73102,4,,2,,1,1,,,,
2003/04,73103,5,,2,,,3,1,1,1,
2003/04,73104,7,,3,2,,2,2,,,
2003/04,73105,8,,3,2,,3,,,,
2003/04,73106,33,,7,7,1,18,8,4,9,6
2003/04,73107,51,,18,10,4,19,11,6,7,1
2003/04,73108,29,,5,,,24,13,7,14,
2003/04,73109,55,,13,11,,31,15,7,10,3
2003/04,73110,45,,8,7,1,29,22,11,21,4
2003/04,73111,34,,12,5,,17,6,3,3,2
2003/04,73112,39,,7,6,,26,15,5,10,6
2003/04,73113,1,,1,,,,,,,
2003/04,73114,36,,10,3,,23,4,3,4,2
2003/04,73115,36,,12,5,3,16,10,4,5,1
2003/04,73116,1,,,,,1,,,,
2003/04,73117,10,,2,3,1,4,4,2,5,5
2003/04,73118,24,,8,3,1,12,8,3,3,1
2003/04,73119,62,,19,6,1,36,19,11,19,6
2003/04,73120,18,,7,3,,8,5,,,2
2003/04,73121,5,,1,3,,1,,,,
2003/04,73122,25,,5,8,,12,5,2,3,3
2003/04,73124,1,,,1,,,,,,
2003/04,73127,61,,14,11,,36,22,6,8,3
2003/04,73128,5,,3,1,,1,1,,,
2003/04,73129,51,,17,5,2,27,9,5,10,11
2003/04,73130,14,,2,2,3,7,4,1,1,
2003/04,73131,2,,1,1,,,,,,
2003/04,73132,30,,8,3,1,18,7,2,6,2
2003/04,73134,5,,2,1,,2,1,1,1,
2003/04,73135,29,,8,4,,17,5,9,15,10
2003/04,73139,20,,8,3,2,7,2,2,3,1
2003/04,73141,10,,6,1,,3,1,1,1,1
2003/04,73142,3,,1,,1,1,1,,,
2003/04,73145,2,,,,,2,2,2,4,
2003/04,73147,1,,,,,1,,,,
2003/04,73149,7,,3,1,,3,3,2,5,
2003/04,73150,5,,1,1,1,2,1,1,1,
2003/04,73157,1,,1,,,,,,,
2003/04,73159,45,,10,10,1,24,15,5,8,1
2003/04,73160,73,,40,12,,21,10,4,5,
2003/04,73162,9,,2,1,1,5,2,,,
2003/04,73165,4,,2,2,,,,,,
2003/04,73169,4,,,,,4,4,2,2,
2003/04,73170,10,,5,2,,3,1,1,1,1
2003/04,73179,1,,,,,1,,,,
2003/04,74857,8,,4,3,,1,1,,,
2003/05,73003,29,,6,7,1,15,7,2,1,1
2003/05,73007,1,,1,,,,,,,
2003/05,73008,36,,10,5,3,18,12,3,3,5
2003/05,73013,18,,7,1,2,8,3,3,4,1
2003/05,73020,25,,6,4,3,12,8,1,1,
2003/05,73034,14,,2,5,,7,5,1,3,
2003/05,73036,46,,18,3,2,23,14,7,11,4
2003/05,73045,10,,1,1,,8,1,1,1,
2003/05,73049,7,,2,1,,4,2,,,
2003/05,73054,1,,,1,,,,,,
2003/05,73064,12,,6,,,6,3,1,1,
2003/05,73071,45,,18,10,,17,12,5,10,7
2003/05,73072,15,,6,6,,3,1,,,
2003/05,73084,13,,3,2,,8,3,1,1,2
2003/05,73103,4,,1,1,,2,2,1,1,1
2003/05,73104,2,,1,1,,,,,,
2003/05,73105,8,,1,2,,5,3,1,4,
2003/05,73106,29,,10,5,1,13,11,4,7,5
2003/05,73107,48,,15,9,1,23,15,4,7,6
2003/05,73108,50,,18,11,,21,13,6,10,9
2003/05,73109,32,,8,9,1,14,7,5,11,9
2003/05,73110,54,,16,9,2,27,12,10,13,6
2003/05,73111,28,,11,7,2,8,5,1,1,1
2003/05,73112,42,,16,4,6,16,8,4,6,5
2003/05,73114,33,,8,9,1,15,5,4,7,6
2003/05,73115,31,,6,8,3,14,6,2,4,
2003/05,73116,1,,,,,1,,1,1,
2003/05,73117,10,,3,1,1,5,4,3,7,8
2003/05,73118,17,,6,3,,8,5,1,2,2
2003/05,73119,76,,24,11,1,40,23,15,19,11
2003/05,73120,17,,2,4,1,10,6,2,3,2
2003/05,73121,3,,1,,2,,,,,
2003/05,73122,16,,6,2,2,6,3,3,3,2
2003/05,73127,60,,18,17,1,24,15,6,9,7
2003/05,73128,7,,1,2,,4,1,2,2,1
2003/05,73129,53,,16,9,1,27,11,9,14,11
2003/05,73130,16,,2,,1,13,10,1,3,
2003/05,73131,2,,,1,1,,,,,
2003/05,73132,33,,12,3,3,15,3,3,3,4
2003/05,73134,3,,3,,,,,,,
2003/05,73135,25,,10,5,3,7,,3,4,1
2003/05,73139,20,,8,4,1,7,3,2,2,1
2003/05,73141,5,,4,,,1,1,,,
2003/05,73142,11,,,1,,10,5,1,5,
2003/05,73145,9,,5,1,,3,1,2,3,
2003/05,73149,15,,3,2,,10,6,2,2,2
2003/05,73150,2,,1,,,1,,,,
2003/05,73159,38,,16,5,1,16,8,4,5,3
2003/05,73160,59,,27,17,,15,8,6,7,3
2003/05,73162,11,,3,4,1,3,2,,,1
2003/05,73165,7,,4,,,3,2,1,1,1
2003/05,73170,9,,2,4,,3,2,1,1,
2003/05,73179,1,,,,,1,,,,
2003/05,74857,11,,3,1,1,6,3,3,4,1
2003/06,73003,16,,6,2,2,6,2,,,
2003/06,73008,20,,7,2,2,9,7,1,2,2
2003/06,73013,10,,1,3,1,5,1,2,3,1
2003/06,73020,19,,4,2,,13,9,3,7,5
2003/06,73034,9,,2,2,,5,3,1,3,
2003/06,73036,25,,12,1,1,11,7,,,
2003/06,73045,8,,3,2,,3,1,1,3,2
2003/06,73049,5,,3,,,2,2,,,
2003/06,73054,3,,1,1,,1,,,,
2003/06,73064,12,,5,2,,5,2,1,1,
2003/06,73071,37,,14,4,1,18,12,6,11,3
2003/06,73072,18,,7,5,1,5,1,1,2,
2003/06,73084,11,,3,2,2,4,2,1,2,2
2003/06,73102,1,,,,,1,1,1,1,1
2003/06,73103,3,,1,2,,,,,,
2003/06,73104,5,,2,1,1,1,,,,
2003/06,73105,11,,2,4,,5,4,3,7,1
2003/06,73106,22,,2,2,,18,7,2,7,8
2003/06,73107,40,,11,5,,24,14,3,9,
2003/06,73108,34,,9,4,1,20,11,5,7,6
2003/06,73109,39,,8,8,,23,9,4,5,1
2003/06,73110,37,,9,5,3,20,12,6,9,5
2003/06,73111,23,,7,2,1,13,8,5,6,2
2003/06,73112,25,,4,4,2,15,10,4,12,1
2003/06,73114,17,,5,3,1,8,7,3,5,4
2003/06,73115,34,,5,7,4,18,9,4,4,1
2003/06,73116,2,,,,,2,1,,,
2003/06,73117,12,,2,2,1,7,4,2,2,1
2003/06,73118,18,,4,6,2,6,1,,,
2003/06,73119,56,,13,6,4,33,19,7,13,9
2003/06,73120,16,,7,2,2,5,2,1,1,
2003/06,73121,4,,,,,4,3,,,4
2003/06,73122,13,,4,2,,7,3,4,5,1
2003/06,73127,46,,15,4,1,26,17,8,18,13
2003/06,73128,5,,,2,,3,3,1,1,1
2003/06,73129,49,,13,7,,29,18,13,24,17
2003/06,73130,17,,5,2,,10,7,2,2,3
2003/06,73132,19,,3,2,1,13,7,3,3,5
2003/06,73134,2,,1,1,,,,,,
2003/06,73135,23,,7,6,1,9,5,3,10,1
2003/06,73139,20,,9,3,,8,5,2,2,1
2003/06,73140,1,,,,1,,,,,
2003/06,73141,3,,2,,,1,,1,1,
2003/06,73142,3,,,,1,2,1,,,
2003/06,73143,1,,,,1,,,,,
2003/06,73144,1,,,,,1,,,,
2003/06,73145,5,,1,2,,2,1,1,5,1
2003/06,73149,17,,5,1,,11,9,3,5,6
2003/06,73150,4,,1,,1,2,2,,,
2003/06,73154,1,,,,1,,,,,
2003/06,73159,37,,7,9,2,19,11,4,5,2
2003/06,73160,62,,19,17,3,23,12,5,6,4
2003/06,73162,9,,5,,1,3,1,1,2,
2003/06,73165,2,,,,,2,1,,,
2003/06,73169,3,,,1,,2,1,,,
2003/06,73170,10,,5,2,1,2,1,,,
2003/06,73179,2,,,,,2,2,1,3,1
2003/06,74857,9,,3,1,,5,2,1,1,
2003/07,73003,29,,7,6,2,14,4,4,7,6
2003/07,73008,22,,8,4,1,9,6,4,7,3
2003/07,73013,13,,1,6,,6,3,,,
2003/07,73020,12,,1,5,,6,1,2,6,
2003/07,73034,19,,5,3,2,9,5,,,
2003/07,73036,27,,11,3,,13,10,4,6,1
2003/07,73045,5,,,1,,4,2,1,1,
2003/07,73049,4,,1,,,3,2,,,
